Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Location,MONITOR 1,MONITOR 2,
WW01,05/17/2014,,Grab,Water ,1,"Phosphorus, Dissolved - 00666",6,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Alton Pond,,,WD
WW01,05/17/2014,,Grab,Water ,1,"Phosphorus, Total - 00665",13,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Alton Pond,,,WD
WW01,05/17/2014,10:48:00 AM,Composite,Water,,Secchi Depth - 00069,2,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,05/17/2014,10:48:00 AM,Grab,Water,0.1,Temperature - 00011,18,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,05/17/2014,10:48:00 AM,Grab,Water,1,Temperature - 00011,18.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,05/25/2014,11:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.55,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,05/25/2014,11:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.23,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,05/25/2014,11:30:00 AM,Grab,Water,0.1,Temperature - 00011,17.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,05/25/2014,11:30:00 AM,Grab,Water,1,Temperature - 00011,17.8,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,05/31/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",17.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Alton Pond,,,WD
WW01,05/31/2014,11:25:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.7,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,05/31/2014,11:25:00 AM,Composite,Water,,Secchi Depth - 00069,2.2,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,05/31/2014,11:25:00 AM,Grab,Water,0.1,Temperature - 00011,16.7,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,05/31/2014,11:25:00 AM,Grab,Water,1,Temperature - 00011,17,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/08/2014,12:18:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.6,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/08/2014,12:18:00 PM,Composite,Water,,Secchi Depth - 00069,2.23,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/08/2014,12:18:00 PM,Grab,Water,1,Temperature - 00011,20.8,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/08/2014,12:18:00 PM,Grab,Water,0.1,Temperature - 00011,21.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/14/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Alton Pond,,,WD
WW01,06/14/2014,1:35:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.7,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/14/2014,1:35:00 PM,Composite,Water,,Secchi Depth - 00069,1.78,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/14/2014,1:35:00 PM,Grab,Water,0.1,Temperature - 00011,19.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/14/2014,1:35:00 PM,Grab,Water,1,Temperature - 00011,20.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/21/2014,12:24:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.65,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/21/2014,12:24:00 PM,Composite,Water,,Secchi Depth - 00069,2.11,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/21/2014,12:24:00 PM,Grab,Water,1,Temperature - 00011,22.8,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/21/2014,12:24:00 PM,Grab,Water,0.1,Temperature - 00011,23.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/28/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Alton Pond,,,WD
WW01,06/28/2014,10:35:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.6,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/28/2014,10:35:00 AM,Composite,Water,,Secchi Depth - 00069,2.44,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/28/2014,10:35:00 AM,Grab,Water,1,Temperature - 00011,22.2,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,06/28/2014,10:35:00 AM,Grab,Water,0.1,Temperature - 00011,23.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,07/06/2014,10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/06/2014,10:30:00 AM,Composite,Water,,Secchi Depth - 00069,1.71,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/06/2014,10:30:00 AM,Grab,Water,1,Temperature - 00011,21.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/06/2014,10:30:00 AM,Grab,Water,0.1,Temperature - 00011,21.7,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/13/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Alton Pond,,,WD
WW01,07/13/2014,10:33:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/13/2014,10:33:00 AM,Composite,Water,,Secchi Depth - 00069,2.33,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/13/2014,10:33:00 AM,Grab,Water,0.1,Temperature - 00011,24.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/13/2014,10:33:00 AM,Grab,Water,1,Temperature - 00011,24.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/18/2014,,Grab,Water,1,Alkalinity - 00410,7.3,mg/L,,0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Alton Pond,,,WD
WW01,07/18/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Alton Pond,,,WD
WW01,07/18/2014,12:20:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.65,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/18/2014,,Grab,Water,0.5,Enterococci - 31639,16.4,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,,,,,Alton Pond,,,WD
WW01,07/18/2014,,Grab,Water ,1,"Nitrate + Nitrite, Dissolved - 00631",0.22,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Alton Pond,,,WD
WW01,07/18/2014,,Grab,Water ,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Alton Pond,,,WD
WW01,07/18/2014,,Grab,Water ,1,"Nitrogen, Total (unfiltered) - 00600",0.505,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Alton Pond,,,WD
WW01,07/18/2014,,Grab,Water,1,pH - 00400,6.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,Alton Pond,,,WD
WW01,07/18/2014,,Grab,Water ,1,"Phosphorus, Dissolved - 00666",11,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Alton Pond,,,WD
WW01,07/18/2014,,Grab,Water ,1,"Phosphorus, Total - 00665",14,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Alton Pond,,,WD
WW01,07/18/2014,12:20:00 PM,Composite,Water,,Secchi Depth - 00069,2.56,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/18/2014,12:20:00 PM,Grab,Water,1,Temperature - 00011,23.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/18/2014,12:20:00 PM,Grab,Water,0.1,Temperature - 00011,25.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/27/2014,11:48:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/27/2014,11:48:00 AM,Composite,Water,,Secchi Depth - 00069,2.96,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/27/2014,11:48:00 AM,Grab,Water,0.1,Temperature - 00011,24,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,07/27/2014,11:48:00 AM,Grab,Water,1,Temperature - 00011,24.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/03/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Alton Pond,,,WD
WW01,08/03/2014,11:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/03/2014,11:30:00 AM,Composite,Water,,Secchi Depth - 00069,3,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/03/2014,11:30:00 AM,Grab,Water,0.1,Temperature - 00011,21.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/03/2014,11:30:00 AM,Grab,Water,1,Temperature - 00011,21.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/09/2014,12:15:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.45,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/09/2014,12:15:00 PM,Composite,Water,,Secchi Depth - 00069,3.15,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/09/2014,12:15:00 PM,Grab,Water,1,Temperature - 00011,23.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/09/2014,12:15:00 PM,Grab,Water,0.1,Temperature - 00011,24.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/16/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Alton Pond,,,WD
WW01,08/16/2014,11:45:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.55,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/16/2014,11:45:00 AM,Composite,Water,,Secchi Depth - 00069,2.75,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/16/2014,11:45:00 AM,Grab,Water,0.1,Temperature - 00011,20.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/16/2014,11:45:00 AM,Grab,Water,1,Temperature - 00011,20.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,08/23/2014,1:14:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,08/23/2014,1:14:00 PM,Composite,Water,,Secchi Depth - 00069,2.69,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,08/23/2014,1:14:00 PM,Grab,Water,0.1,Temperature - 00011,21.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,08/23/2014,1:14:00 PM,Grab,Water,1,Temperature - 00011,21.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,08/30/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Alton Pond,,,WD
WW01,08/30/2014,11:15:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.35,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,08/30/2014,11:15:00 AM,Composite,Water,,Secchi Depth - 00069,3.03,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,08/30/2014,11:15:00 AM,Grab,Water,1,Temperature - 00011,21.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,08/30/2014,11:15:00 AM,Grab,Water,0.1,Temperature - 00011,21.6,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,Carol Ann Baker,Mark Baker,WD
WW01,09/07/2014,11:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/07/2014,11:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.99,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/07/2014,11:30:00 AM,Grab,Water,1,Temperature - 00011,24.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/07/2014,11:30:00 AM,Grab,Water,0.1,Temperature - 00011,24.6,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/14/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Alton Pond,,,WD
WW01,09/14/2014,11:35:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/14/2014,11:35:00 AM,Composite,Water,,Secchi Depth - 00069,3.05,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/14/2014,11:35:00 AM,Grab,Water,0.1,Temperature - 00011,19.6,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/14/2014,11:35:00 AM,Grab,Water,1,Temperature - 00011,19.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/21/2014,11:20:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.3,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/21/2014,11:20:00 AM,Composite,Water,,Secchi Depth - 00069,3.13,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/21/2014,11:20:00 AM,Grab,Water,0.1,Temperature - 00011,19.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/21/2014,11:20:00 AM,Grab,Water,1,Temperature - 00011,20.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/28/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Alton Pond,,,WD
WW01,09/28/2014,11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.1,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/28/2014,11:00:00 AM,Composite,Water,,Secchi Depth - 00069,3,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/28/2014,11:00:00 AM,Grab,Water,0.1,Temperature - 00011,17.7,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,09/28/2014,11:00:00 AM,Grab,Water,1,Temperature - 00011,17.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,10/05/2014,11:40:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,10/05/2014,11:40:00 AM,Composite,Water,,Secchi Depth - 00069,2.06,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,10/05/2014,11:40:00 AM,Grab,Water,0.1,Temperature - 00011,14.2,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,10/05/2014,11:40:00 AM,Grab,Water,1,Temperature - 00011,15.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,10/12/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",18.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Alton Pond,,,WD
WW01,10/12/2014,11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,10/12/2014,11:00:00 AM,Composite,Water,,Secchi Depth - 00069,1.64,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,10/12/2014,11:00:00 AM,Grab,Water,0.1,Temperature - 00011,13.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,10/12/2014,11:00:00 AM,Grab,Water,1,Temperature - 00011,13.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Alton Pond,,Mark Baker,WD
WW01,10/18/2014,,Grab,Water,1,Alkalinity - 00410,9.11,mg/L,,0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Alton Pond,,,WD
WW01,10/18/2014,,Grab,Water ,1,Chloride - 00940,26,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,,,,,Alton Pond,,,WD
WW01,10/18/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",26.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Alton Pond,,,WD
WW01,10/18/2014,11:45:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.55,m,,0.1,m,0.1,m,,,,,,,,Alton Pond,,Mark Baker,WD
WW01,10/18/2014,,Grab,Water,0.5,Enterococci - 31639,15,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,,,,,Alton Pond,,,WD
WW01,10/18/2014,,Grab,Water ,1,"Nitrate + Nitrite, Dissolved - 00631",0.285,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Alton Pond,,,WD
WW01,10/18/2014,,Grab,Water ,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Alton Pond,,,WD
WW01,10/18/2014,,Grab,Water ,1,"Nitrogen, Total (unfiltered) - 00600",0.53,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Alton Pond,,,WD
WW01,10/18/2014,,Grab,Water,1,pH - 00400,6.4,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,Alton Pond,,,WD
